index	original	background	difference
-----------------------------------------------------
1	1701	1149	552
2	1701	1119	582
3	1707	1137	570
4	1704	1150	554
5	1703	1143	560
6	1706	1165	541
7	1715	1156	559
8	1713	1157	556
9	1703	1154	549
10	1701	1146	555
11	1721	1163	558
12	1717	1154	563
13	1710	1148	562
14	1726	1139	587
15	1734	1165	569
16	1736	1170	566
17	1733	1135	598
18	1730	1146	584
19	1712	1165	547
20	1722	1175	547
21	1745	1162	583
22	1746	1143	603
23	1750	1168	582
24	1752	1169	583
25	1752	1157	595
26	1749	1154	595
27	1752	1160	592
28	1750	1177	573
29	1747	1158	589
30	1738	1147	591
31	1737	1165	572
32	1743	1170	573
33	1755	1173	582
34	1747	1165	582
35	1747	1169	578
36	1745	1175	570
37	1747	1170	577
38	1745	1170	575
39	1754	1161	593
40	1755	1176	579
41	1763	1169	594
42	1767	1179	588
43	1760	1186	574
44	1747	1185	562
45	1748	1183	565
46	1761	1161	600
47	1767	1151	616
48	1770	1167	603
49	1779	1167	612
50	1771	1149	622
51	1780	1154	626
52	1783	1163	620
53	1779	1163	616
54	1778	1152	626
55	1781	1158	623
56	1772	1173	599
57	1780	1168	612
58	1773	1163	610
59	1774	1184	590
60	1771	1184	587
61	1777	1175	602
62	1791	1181	610
63	1789	1191	598
64	1777	1188	589
65	1764	1184	580
66	1768	1173	595
67	1778	1170	608
68	1776	1158	618
69	1785	1153	632
70	1791	1153	638
71	1786	1169	617
72	1778	1191	587
73	1785	1172	613
74	1780	1184	596
75	1794	1197	597
76	1798	1202	596
77	1774	1173	601
78	1780	1178	602
79	1785	1192	593
80	1776	1202	574
81	1792	1180	612
82	1791	1181	610
83	1784	1176	608
84	1767	1164	603
85	1780	1166	614
86	1792	1191	601
87	1801	1187	614
88	1795	1163	632
89	1792	1199	593
90	1783	1184	599
91	1802	1180	622
92	1797	1194	603
93	1794	1171	623
94	1802	1160	642
95	1797	1172	625
96	1802	1157	645
97	1799	1180	619
98	1800	1172	628
99	1796	1162	634
100	1795	1176	619
101	1802	1177	625
102	1791	1176	615
103	1797	1199	598
104	1791	1187	604
105	1791	1187	604
106	1795	1182	613
107	1809	1181	628
108	1822	1182	640
109	1823	1197	626
110	1805	1191	614
111	1792	1207	585
112	1787	1212	575
113	1784	1188	596
114	1780	1192	588
115	1776	1188	588
116	1761	1161	600
117	1773	1165	608
118	1765	1172	593
119	1752	1172	580
120	1761	1168	593
121	1762	1184	578
122	1757	1178	579
123	1771	1173	598
124	1791	1195	596
125	1772	1183	589
126	1774	1172	602
127	1781	1202	579
128	1776	1184	592
129	1775	1174	601
130	1790	1175	615
131	1804	1170	634
132	1802	1177	625
133	1808	1168	640
134	1812	1167	645
135	1810	1179	631
136	1804	1176	628
137	1813	1177	636
138	1805	1180	625
139	1803	1170	633
140	1806	1160	646
141	1809	1165	644
142	1801	1170	631
143	1795	1183	612
144	1797	1194	603
145	1797	1183	614
146	1802	1178	624
147	1817	1177	640
148	1809	1206	603
149	1806	1190	616
150	1811	1174	637
151	1826	1180	646
152	1825	1190	635
153	1823	1178	645
154	1827	1173	654
155	1836	1170	666
156	1835	1166	669
157	1837	1192	645
158	1823	1195	628
159	1832	1178	654
160	1825	1170	655
161	1840	1172	668
162	1838	1185	653
163	1829	1195	634
164	1838	1173	665
165	1850	1182	668
166	1846	1176	670
167	1853	1193	660
168	1867	1183	684
169	1860	1163	697
170	1869	1178	691
171	1876	1171	705
172	1870	1167	703
