index	original	background	difference
-----------------------------------------------------
1	1692	1149	543
2	1720	1119	601
3	1703	1137	566
4	1687	1150	537
5	1703	1143	560
6	1685	1165	520
7	1716	1156	560
8	1706	1157	549
9	1717	1154	563
10	1746	1146	600
11	1751	1163	588
12	1736	1154	582
13	1725	1148	577
14	1741	1139	602
15	1753	1165	588
16	1756	1170	586
17	1755	1135	620
18	1767	1146	621
19	1716	1165	551
20	1733	1175	558
21	1761	1162	599
22	1762	1143	619
23	1776	1168	608
24	1755	1169	586
25	1760	1157	603
26	1743	1154	589
27	1737	1160	577
28	1754	1177	577
29	1758	1158	600
30	1745	1147	598
31	1733	1165	568
32	1759	1170	589
33	1751	1173	578
34	1758	1165	593
35	1777	1169	608
36	1744	1175	569
37	1753	1170	583
38	1785	1170	615
39	1761	1161	600
40	1761	1176	585
41	1782	1169	613
42	1783	1179	604
43	1755	1186	569
44	1775	1185	590
45	1749	1183	566
46	1753	1161	592
47	1777	1151	626
48	1786	1167	619
49	1767	1167	600
50	1778	1149	629
51	1770	1154	616
52	1788	1163	625
53	1773	1163	610
54	1768	1152	616
55	1773	1158	615
56	1806	1173	633
57	1840	1168	672
58	1820	1163	657
59	1785	1184	601
60	1804	1184	620
61	1785	1175	610
62	1776	1181	595
63	1778	1191	587
64	1781	1188	593
65	1767	1184	583
66	1799	1173	626
67	1781	1170	611
68	1796	1158	638
69	1813	1153	660
70	1782	1153	629
71	1786	1169	617
72	1806	1191	615
73	1786	1172	614
74	1803	1184	619
75	1806	1197	609
76	1778	1202	576
77	1767	1173	594
78	1788	1178	610
79	1803	1192	611
80	1825	1202	623
81	1807	1180	627
82	1787	1181	606
83	1812	1176	636
84	1823	1164	659
85	1826	1166	660
86	1794	1191	603
87	1792	1187	605
88	1819	1163	656
89	1798	1199	599
90	1801	1184	617
91	1801	1180	621
92	1816	1194	622
93	1795	1171	624
94	1803	1160	643
95	1788	1172	616
96	1803	1157	646
97	1840	1180	660
98	1828	1172	656
99	1804	1162	642
100	1794	1176	618
101	1791	1177	614
102	1818	1176	642
103	1837	1199	638
104	1832	1187	645
105	1838	1187	651
106	1828	1182	646
107	1831	1181	650
108	1813	1182	631
109	1828	1197	631
110	1835	1191	644
111	1806	1207	599
112	1828	1212	616
113	1790	1188	602
114	1799	1192	607
115	1789	1188	601
116	1761	1161	600
117	1742	1165	577
118	1770	1172	598
119	1752	1172	580
120	1745	1168	577
121	1764	1184	580
122	1748	1178	570
123	1765	1173	592
124	1775	1195	580
125	1765	1183	582
126	1795	1172	623
127	1810	1202	608
128	1833	1184	649
129	1836	1174	662
130	1812	1175	637
131	1789	1170	619
132	1828	1177	651
133	1811	1168	643
134	1813	1167	646
135	1839	1179	660
136	1822	1176	646
137	1820	1177	643
138	1804	1180	624
139	1818	1170	648
140	1834	1160	674
141	1814	1165	649
142	1807	1170	637
143	1806	1183	623
144	1815	1194	621
145	1827	1183	644
146	1825	1178	647
147	1820	1177	643
148	1833	1206	627
149	1834	1190	644
150	1814	1174	640
151	1842	1180	662
152	1855	1190	665
153	1864	1178	686
154	1834	1173	661
155	1828	1170	658
156	1857	1166	691
157	1857	1192	665
158	1863	1195	668
159	1852	1178	674
160	1857	1170	687
161	1866	1172	694
162	1874	1185	689
163	1881	1195	686
164	1869	1173	696
165	1888	1182	706
166	1891	1176	715
167	1895	1193	702
168	1896	1183	713
169	1884	1163	721
170	1898	1178	720
171	1903	1171	732
172	1900	1167	733
173	1877	1181	696
174	1897	1200	697
175	1917	1201	716
176	1888	1196	692
177	1883	1185	698
178	1864	1183	681
179	1878	1186	692
180	1916	1183	733
181	1933	1182	751
182	1933	1182	751
183	1892	1190	702
184	1888	1176	712
185	1886	1164	722
186	1895	1196	699
187	1912	1209	703
188	1917	1182	735
189	1894	1155	739
190	1877	1178	699
191	1906	1182	724
192	1908	1155	753
193	1921	1165	756
194	1912	1172	740
195	1909	1181	728
196	1940	1165	775
197	1964	1171	793
198	1936	1178	758
199	1906	1165	741
200	1918	1177	741
201	1921	1192	729
202	1950	1162	788
