index	original	background	difference
-----------------------------------------------------
1	4141	1197	2944
2	4225	1199	3026
3	4299	1213	3086
4	4358	1206	3152
5	4271	1188	3083
6	4314	1191	3123
7	4359	1205	3154
8	4314	1216	3098
9	4326	1211	3115
10	4258	1202	3056
11	4322	1211	3111
12	4357	1211	3146
13	4341	1208	3133
14	4410	1212	3198
15	4420	1204	3216
16	4423	1205	3218
17	4380	1210	3170
18	4363	1222	3141
19	4386	1232	3154
20	4393	1229	3164
21	4418	1211	3207
22	4397	1213	3184
23	4416	1220	3196
24	4406	1223	3183
25	4488	1218	3270
26	4483	1227	3256
27	4410	1222	3188
28	4398	1218	3180
29	4442	1218	3224
30	4386	1225	3161
31	4394	1225	3169
32	4490	1221	3269
33	4463	1218	3245
34	4390	1219	3171
35	4428	1228	3200
36	4427	1227	3200
37	4440	1230	3210
38	4493	1233	3260
39	4453	1230	3223
40	4414	1226	3188
41	4437	1216	3221
42	4417	1217	3200
43	4404	1216	3188
44	4356	1225	3131
45	4427	1228	3199
46	4409	1224	3185
47	4414	1223	3191
48	4388	1229	3159
49	4352	1234	3118
50	4391	1233	3158
51	4364	1232	3132
52	4340	1232	3108
53	4308	1232	3076
54	4308	1226	3082
55	4295	1218	3077
56	4316	1221	3095
57	4314	1224	3090
58	4302	1232	3070
59	4316	1229	3087
60	4328	1219	3109
61	4314	1223	3091
62	4283	1235	3048
63	4263	1245	3018
64	4274	1235	3039
65	4260	1235	3025
66	4197	1227	2970
67	4196	1227	2969
68	4194	1226	2968
69	4186	1220	2966
70	4191	1235	2956
71	4252	1229	3023
72	4213	1230	2983
73	4171	1237	2934
74	4140	1237	2903
75	4162	1235	2927
76	4137	1229	2908
77	4138	1231	2907
78	4091	1239	2852
79	4108	1242	2866
80	4066	1241	2825
81	4103	1240	2863
82	4088	1236	2852
83	4071	1234	2837
84	4136	1232	2904
85	4111	1232	2879
86	4077	1232	2845
87	4070	1234	2836
88	4069	1235	2834
89	4116	1235	2881
90	4065	1238	2827
91	4028	1242	2786
92	4004	1244	2760
93	4016	1246	2770
94	4016	1234	2782
95	4042	1240	2802
96	4027	1246	2781
97	4059	1244	2815
98	4089	1236	2853
99	3990	1242	2748
100	3953	1243	2710
101	3962	1241	2721
102	4022	1244	2778
103	3961	1233	2728
104	3924	1232	2692
105	3947	1229	2718
106	3972	1232	2740
107	3992	1242	2750
108	3972	1239	2733
109	3981	1232	2749
110	3952	1236	2716
111	3990	1237	2753
112	3965	1234	2731
113	3964	1231	2733
114	3977	1226	2751
115	3981	1232	2749
116	3932	1234	2698
117	3930	1237	2693
118	3997	1243	2754
119	4021	1245	2776
120	4004	1238	2766
121	3986	1246	2740
122	3972	1240	2732
123	3952	1234	2718
124	3938	1241	2697
125	3922	1241	2681
126	3913	1250	2663
127	3892	1248	2644
128	3922	1237	2685
129	3945	1240	2705
130	3943	1247	2696
131	3993	1247	2746
132	4008	1244	2764
133	3940	1237	2703
134	3862	1235	2627
135	3871	1237	2634
136	3923	1240	2683
137	3905	1239	2666
138	3914	1242	2672
139	3878	1244	2634
140	3845	1237	2608
141	3864	1231	2633
142	3865	1235	2630
143	3861	1241	2620
144	3772	1235	2537
145	3792	1243	2549
146	3796	1244	2552
147	3783	1246	2537
148	3775	1245	2530
149	3730	1245	2485
150	3641	1250	2391
151	3693	1247	2446
152	3739	1239	2500
153	3745	1240	2505
154	3690	1234	2456
155	3720	1239	2481
156	3835	1231	2604
157	3788	1236	2552
158	3740	1224	2516
159	3773	1233	2540
160	3825	1237	2588
161	3719	1239	2480
162	3687	1242	2445
163	3763	1238	2525
164	3780	1244	2536
165	3867	1241	2626
166	3930	1229	2701
167	3979	1238	2741
168	3976	1241	2735
169	3938	1235	2703
170	3957	1236	2721
171	4016	1239	2777
172	4013	1245	2768
173	4008	1245	2763
174	4000	1245	2755
175	3959	1244	2715
176	3934	1237	2697
177	3972	1235	2737
178	4032	1243	2789
179	4010	1246	2764
180	3951	1249	2702
181	3942	1242	2700
182	4003	1237	2766
183	3995	1237	2758
184	3958	1240	2718
185	3940	1243	2697
186	3910	1243	2667
187	3957	1243	2714
188	3956	1235	2721
189	3951	1238	2713
190	3988	1240	2748
191	4031	1244	2787
192	4044	1242	2802
193	4029	1244	2785
194	3948	1241	2707
195	3970	1239	2731
196	3943	1244	2699
197	3936	1236	2700
198	3947	1236	2711
199	3981	1233	2748
200	4008	1237	2771
201	4011	1235	2776
202	4005	1234	2771
203	3922	1239	2683
204	3921	1234	2687
205	3938	1239	2699
206	3976	1238	2738
207	3977	1242	2735
208	3964	1243	2721
209	3964	1249	2715
210	4028	1254	2774
211	4008	1246	2762
212	3981	1243	2738
213	3941	1241	2700
214	3957	1238	2719
215	3950	1237	2713
216	3945	1237	2708
217	3947	1235	2712
218	3946	1225	2721
219	3977	1253	2724
220	4002	1250	2752
221	4011	1257	2754
222	3946	1252	2694
223	3952	1248	2704
224	4041	1242	2799
225	4008	1241	2767
226	3988	1241	2747
227	4018	1244	2774
228	4007	1241	2766
229	3978	1247	2731
230	3972	1240	2732
231	3985	1234	2751
232	4005	1241	2764
233	4031	1241	2790
234	4052	1245	2807
235	4041	1243	2798
236	4059	1245	2814
237	4035	1243	2792
238	4021	1234	2787
239	4009	1237	2772
240	4033	1238	2795
241	4023	1236	2787
242	4012	1242	2770
243	4031	1248	2783
244	4048	1247	2801
245	4099	1236	2863
246	4065	1236	2829
247	4042	1239	2803
248	4100	1235	2865
249	4183	1237	2946
250	4129	1245	2884
251	4100	1241	2859
252	4180	1239	2941
253	4197	1246	2951
254	4157	1248	2909
255	4130	1247	2883
256	4142	1238	2904
257	4203	1245	2958
258	4241	1248	2993
