0 18.90 18.90 14.50 14.52 14.49 23.13 23.12 23.12
0.0218 18.90 18.90 14.85 14.86 14.87 22.83 22.84 22.85
0.0547 18.85 18.92 15.24 15.23 15.23 22.42 22.44 22.45
0.111 18.88 18.90 15.73 15.72 15.74 21.96 21.97 21.95
0.220 18.87 18.91 16.22 16.25 16.23 21.50 21.51 21.52
0.329 18.89 18.92 16.55 16.60 16.57 21.16 21.15 21.13
0.439 18.90 18.91 16.78 16.77 16.79 20.95 20.94 20.94
0.550 18.87 18.93 17.01 16.99 17.00 20.76 20.75 20.75
0.740 18.87 18.92 17.18 17.20 17.20 20.52 20.53 20.53
