index	original	background	difference
-----------------------------------------------------
1	1183	1099	84
2	1169	1102	67
3	1165	1106	59
4	1176	1108	68
5	1197	1105	92
6	1196	1099	97
7	1217	1105	112
8	1183	1107	76
9	1178	1109	69
10	1185	1109	76
11	1187	1111	76
12	1168	1110	58
13	1181	1111	70
14	1187	1120	67
15	1208	1130	78
16	1204	1117	87
17	1213	1111	102
18	1205	1111	94
19	1199	1123	76
20	1194	1116	78
21	1197	1102	95
22	1199	1121	78
23	1181	1117	64
24	1201	1121	80
25	1216	1121	95
26	1181	1122	59
27	1221	1126	95
28	1211	1123	88
29	1184	1118	66
30	1177	1116	61
31	1210	1124	86
32	1212	1123	89
33	1223	1128	95
34	1189	1131	58
35	1186	1125	61
36	1196	1128	68
37	1215	1122	93
38	1212	1126	86
39	1202	1125	77
40	1209	1128	81
41	1207	1123	84
42	1212	1114	98
43	1215	1124	91
44	1212	1139	73
45	1226	1133	93
46	1224	1125	99
47	1224	1128	96
48	1214	1137	77
49	1209	1143	66
50	1224	1136	88
51	1231	1138	93
52	1198	1139	59
53	1218	1136	82
54	1228	1138	90
55	1246	1130	116
56	1220	1132	88
57	1236	1126	110
58	1233	1130	103
59	1238	1141	97
60	1239	1130	109
61	1220	1126	94
62	1225	1138	87
63	1223	1144	79
64	1196	1140	56
65	1212	1132	80
66	1225	1129	96
67	1246	1131	115
68	1220	1131	89
69	1224	1136	88
70	1259	1134	125
71	1249	1135	114
72	1203	1142	61
73	1220	1152	68
74	1235	1147	88
75	1246	1140	106
76	1251	1141	110
77	1250	1142	108
78	1241	1147	94
79	1241	1147	94
80	1234	1142	92
81	1254	1137	117
82	1262	1132	130
83	1258	1129	129
84	1243	1131	112
85	1237	1137	100
86	1230	1133	97
87	1253	1137	116
88	1251	1146	105
89	1242	1149	93
90	1251	1145	106
91	1254	1140	114
92	1238	1138	100
93	1249	1140	109
94	1256	1138	118
95	1274	1139	135
96	1281	1136	145
97	1269	1140	129
98	1253	1146	107
99	1246	1142	104
100	1261	1135	126
101	1278	1141	137
102	1265	1140	125
103	1249	1135	114
104	1252	1139	113
105	1271	1152	119
106	1279	1144	135
107	1286	1138	148
108	1288	1141	147
109	1286	1145	141
110	1286	1142	144
111	1287	1135	152
112	1261	1136	125
113	1281	1138	143
114	1293	1132	161
115	1279	1136	143
116	1257	1129	128
117	1257	1132	125
118	1279	1140	139
119	1275	1144	131
120	1270	1139	131
121	1280	1140	140
122	1291	1146	145
123	1294	1139	155
124	1273	1137	136
125	1268	1134	134
126	1257	1130	127
127	1290	1134	156
128	1296	1135	161
129	1293	1142	151
130	1297	1149	148
131	1288	1159	129
132	1287	1156	131
133	1298	1146	152
134	1295	1141	154
135	1310	1136	174
136	1321	1139	182
137	1297	1138	159
138	1279	1142	137
139	1303	1144	159
140	1312	1144	168
141	1311	1144	167
142	1298	1134	164
143	1305	1141	164
144	1331	1145	186
145	1329	1140	189
146	1310	1141	169
147	1336	1151	185
148	1334	1144	190
149	1315	1134	181
150	1300	1137	163
151	1301	1144	157
152	1324	1141	183
153	1318	1144	174
154	1317	1143	174
155	1346	1138	208
156	1349	1138	211
157	1343	1140	203
158	1336	1143	193
159	1326	1152	174
160	1306	1146	160
161	1319	1140	179
162	1319	1144	175
163	1336	1145	191
164	1336	1139	197
165	1336	1148	188
166	1332	1145	187
167	1349	1142	207
168	1347	1139	208
169	1346	1142	204
170	1334	1137	197
171	1362	1143	219
172	1346	1146	200
173	1354	1154	200
174	1370	1145	225
175	1378	1139	239
176	1374	1139	235
177	1390	1137	253
178	1382	1143	239
179	1382	1145	237
180	1344	1134	210
181	1355	1132	223
182	1344	1134	210
183	1358	1133	225
184	1364	1140	224
185	1373	1143	230
186	1375	1153	222
187	1387	1152	235
188	1395	1145	250
189	1367	1151	216
190	1368	1149	219
191	1370	1150	220
192	1366	1136	230
193	1379	1126	253
194	1390	1130	260
195	1381	1153	228
196	1375	1147	228
197	1382	1146	236
198	1387	1145	242
199	1412	1150	262
200	1393	1146	247
201	1385	1146	239
202	1395	1135	260
203	1419	1132	287
204	1404	1139	265
205	1418	1146	272
206	1434	1143	291
207	1408	1139	269
208	1396	1152	244
209	1405	1152	253
210	1394	1145	249
211	1414	1137	277
212	1430	1140	290
213	1415	1137	278
214	1417	1136	281
215	1401	1134	267
216	1417	1135	282
217	1443	1141	302
218	1430	1148	282
219	1424	1144	280
220	1430	1132	298
221	1439	1128	311
222	1446	1132	314
223	1447	1138	309
224	1410	1138	272
225	1426	1136	290
226	1457	1134	323
227	1460	1130	330
228	1445	1132	313
229	1450	1146	304
230	1437	1145	292
231	1455	1138	317
232	1460	1139	321
233	1455	1140	315
234	1421	1139	282
235	1434	1132	302
236	1488	1134	354
237	1509	1144	365
238	1470	1145	325
239	1506	1147	359
240	1524	1150	374
241	1542	1150	392
242	1508	1137	371
243	1476	1138	338
244	1498	1144	354
245	1522	1157	365
246	1489	1149	340
247	1518	1148	370
248	1510	1143	367
249	1538	1137	401
250	1542	1145	397
251	1526	1140	386
252	1505	1141	364
253	1504	1148	356
254	1522	1146	376
255	1571	1151	420
256	1571	1137	434
257	1577	1142	435
258	1549	1151	398
259	1530	1150	380
260	1559	1143	416
261	1567	1140	427
262	1582	1133	449
263	1584	1139	445
264	1544	1142	402
265	1552	1136	416
266	1552	1138	414
267	1557	1136	421
268	1570	1135	435
269	1565	1141	424
270	1570	1142	428
271	1587	1148	439
272	1591	1148	443
273	1595	1149	446
274	1582	1138	444
275	1598	1139	459
276	1606	1147	459
277	1624	1143	481
278	1623	1146	477
279	1636	1140	496
280	1635	1130	505
281	1655	1136	519
282	1636	1145	491
283	1622	1139	483
284	1626	1139	487
285	1628	1148	480
286	1658	1146	512
287	1685	1152	533
288	1691	1152	539
289	1677	1150	527
290	1673	1150	523
291	1680	1147	533
292	1668	1140	528
293	1664	1146	518
294	1674	1142	532
295	1696	1143	553
296	1685	1148	537
297	1701	1158	543
298	1712	1153	559
299	1716	1147	569
300	1741	1142	599
301	1780	1150	630
302	1776	1143	633
303	1775	1149	626
304	1773	1147	626
305	1737	1135	602
306	1774	1123	651
307	1787	1134	653
308	1782	1148	634
309	1791	1143	648
310	1800	1144	656
311	1803	1139	664
312	1793	1128	665
313	1810	1137	673
314	1806	1142	664
315	1794	1143	651
316	1838	1135	703
317	1854	1130	724
318	1866	1134	732
319	1826	1136	690
320	1833	1140	693
321	1890	1138	752
322	1877	1138	739
323	1913	1133	780
324	1895	1131	764
325	1892	1136	756
326	1896	1139	757
327	1904	1143	761
328	1931	1154	777
329	1939	1150	789
330	1943	1151	792
331	1938	1159	779
332	1931	1148	783
333	1959	1151	808
334	1974	1142	832
335	1965	1139	826
336	1969	1149	820
337	1985	1139	846
338	1981	1140	841
339	2009	1146	863
340	2022	1150	872
341	2020	1158	862
342	2009	1149	860
343	2036	1140	896
344	2060	1136	924
345	2064	1145	919
346	2068	1141	927
347	2061	1144	917
348	2057	1145	912
349	2070	1143	927
350	2091	1142	949
351	2096	1141	955
352	2106	1137	969
353	2074	1140	934
354	2098	1143	955
355	2144	1147	997
356	2134	1140	994
357	2135	1141	994
358	2144	1143	1001
359	2145	1143	1002
360	2157	1146	1011
361	2201	1148	1053
362	2205	1140	1065
363	2139	1134	1005
364	2145	1136	1009
365	2191	1129	1062
366	2196	1125	1071
367	2254	1144	1110
368	2232	1136	1096
369	2213	1140	1073
370	2205	1142	1063
371	2232	1146	1086
372	2224	1151	1073
373	2248	1143	1105
374	2266	1140	1126
375	2269	1139	1130
376	2253	1140	1113
377	2278	1150	1128
378	2276	1153	1123
379	2292	1142	1150
380	2296	1131	1165
381	2283	1141	1142
382	2289	1150	1139
383	2336	1153	1183
384	2331	1140	1191
385	2294	1141	1153
386	2309	1135	1174
387	2358	1141	1217
388	2347	1149	1198
389	2339	1132	1207
390	2365	1135	1230
391	2367	1155	1212
392	2363	1154	1209
393	2378	1147	1231
394	2366	1151	1215
395	2416	1153	1263
396	2396	1147	1249
397	2408	1148	1260
398	2419	1156	1263
399	2383	1150	1233
400	2421	1152	1269
401	2440	1155	1285
402	2430	1142	1288
403	2439	1151	1288
404	2378	1142	1236
405	2438	1140	1298
406	2461	1146	1315
407	2479	1144	1335
408	2492	1141	1351
409	2462	1141	1321
410	2457	1147	1310
411	2443	1150	1293
412	2466	1143	1323
413	2511	1154	1357
414	2554	1146	1408
415	2571	1142	1429
416	2527	1136	1391
417	2573	1134	1439
418	2554	1133	1421
419	2572	1140	1432
420	2574	1151	1423
421	2570	1149	1421
422	2586	1148	1438
423	2582	1147	1435
424	2591	1142	1449
425	2594	1142	1452
426	2592	1142	1450
427	2602	1144	1458
428	2537	1146	1391
429	2543	1150	1393
430	2578	1147	1431
431	2598	1143	1455
432	2583	1135	1448
433	2616	1143	1473
434	2651	1146	1505
435	2635	1147	1488
436	2629	1140	1489
437	2667	1131	1536
438	2669	1145	1524
439	2680	1146	1534
440	2688	1151	1537
441	2678	1148	1530
442	2684	1151	1533
443	2683	1148	1535
444	2661	1141	1520
445	2704	1142	1562
446	2712	1130	1582
447	2724	1143	1581
448	2716	1153	1563
449	2712	1149	1563
450	2673	1145	1528
451	2719	1146	1573
452	2720	1147	1573
453	2753	1147	1606
454	2781	1138	1643
455	2803	1139	1664
456	2784	1133	1651
457	2733	1135	1598
458	2758	1139	1619
459	2766	1150	1616
460	2783	1148	1635
461	2761	1134	1627
462	2755	1134	1621
463	2791	1134	1657
464	2811	1132	1679
465	2857	1138	1719
466	2855	1141	1714
467	2816	1150	1666
468	2813	1147	1666
469	2842	1156	1686
470	2821	1153	1668
471	2873	1137	1736
472	2886	1130	1756
473	2868	1137	1731
474	2861	1136	1725
475	2866	1133	1733
476	2869	1142	1727
477	2859	1148	1711
478	2854	1143	1711
479	2875	1141	1734
480	2889	1150	1739
481	2949	1141	1808
482	2954	1132	1822
483	2956	1148	1808
484	2919	1146	1773
485	2939	1143	1796
486	2959	1136	1823
487	2950	1141	1809
488	2995	1141	1854
489	3003	1129	1874
490	2977	1127	1850
491	2934	1140	1794
492	2949	1140	1809
493	2969	1145	1824
494	2978	1139	1839
495	2970	1140	1830
496	3002	1146	1856
497	3083	1156	1927
498	3072	1150	1922
499	3057	1149	1908
500	3048	1145	1903
501	3065	1138	1927
502	3039	1141	1898
503	3102	1141	1961
504	3082	1142	1940
505	3074	1142	1932
506	3074	1141	1933
507	3039	1153	1886
508	3068	1158	1910
509	3152	1132	2020
510	3131	1122	2009
511	3134	1136	1998
512	3143	1147	1996
513	3167	1153	2014
514	3182	1134	2048
515	3165	1141	2024
516	3128	1146	1982
517	3149	1144	2005
518	3180	1139	2041
519	3198	1136	2062
520	3236	1139	2097
521	3279	1144	2135
522	3250	1139	2111
523	3245	1133	2112
524	3259	1143	2116
525	3209	1138	2071
526	3192	1144	2048
527	3209	1147	2062
528	3220	1139	2081
529	3252	1133	2119
530	3227	1122	2105
531	3246	1133	2113
532	3265	1136	2129
533	3298	1143	2155
534	3311	1141	2170
535	3307	1134	2173
536	3298	1131	2167
537	3310	1144	2166
538	3317	1138	2179
539	3335	1134	2201
540	3371	1134	2237
541	3388	1142	2246
542	3389	1151	2238
543	3389	1144	2245
544	3388	1145	2243
545	3423	1148	2275
546	3428	1141	2287
547	3443	1140	2303
548	3477	1145	2332
549	3474	1142	2332
550	3471	1144	2327
551	3475	1142	2333
552	3447	1135	2312
553	3476	1147	2329
554	3500	1150	2350
555	3502	1144	2358
556	3521	1144	2377
557	3573	1153	2420
558	3543	1146	2397
559	3559	1142	2417
560	3591	1147	2444
561	3566	1147	2419
562	3578	1132	2446
563	3594	1130	2464
564	3606	1149	2457
565	3673	1144	2529
566	3655	1147	2508
567	3644	1140	2504
568	3637	1131	2506
569	3649	1148	2501
570	3648	1155	2493
571	3674	1149	2525
572	3628	1140	2488
573	3673	1140	2533
574	3716	1137	2579
575	3725	1139	2586
576	3735	1146	2589
577	3743	1147	2596
578	3788	1149	2639
579	3763	1137	2626
580	3754	1136	2618
581	3764	1144	2620
582	3772	1139	2633
583	3813	1142	2671
584	3828	1150	2678
585	3843	1155	2688
586	3845	1149	2696
587	3861	1148	2713
588	3863	1145	2718
589	3853	1147	2706
590	3886	1141	2745
591	3897	1145	2752
592	3872	1137	2735
593	3930	1124	2806
594	3961	1133	2828
595	3965	1151	2814
596	3928	1152	2776
597	3943	1138	2805
598	3974	1138	2836
599	3973	1152	2821
600	4000	1144	2856
601	4007	1142	2865
602	3983	1144	2839
603	3927	1141	2786
604	3990	1147	2843
605	4011	1145	2866
606	4007	1145	2862
607	4054	1147	2907
608	4038	1142	2896
609	4077	1142	2935
610	4119	1140	2979
611	4119	1149	2970
612	4154	1142	3012
613	4141	1140	3001
614	4120	1146	2974
615	4143	1147	2996
616	4104	1144	2960
617	4157	1140	3017
618	4174	1137	3037
619	4196	1141	3055
620	4216	1139	3077
621	4220	1132	3088
622	4212	1133	3079
623	4175	1137	3038
624	4194	1144	3050
625	4231	1145	3086
626	4227	1148	3079
627	4266	1156	3110
628	4243	1146	3097
629	4242	1141	3101
630	4318	1144	3174
631	4330	1138	3192
632	4304	1140	3164
633	4338	1145	3193
634	4298	1141	3157
635	4356	1148	3208
636	4318	1141	3177
637	4352	1142	3210
638	4368	1143	3225
639	4364	1141	3223
640	4330	1132	3198
641	4360	1132	3228
642	4384	1132	3252
643	4367	1134	3233
644	4380	1134	3246
645	4364	1147	3217
646	4354	1150	3204
647	4429	1149	3280
648	4468	1146	3322
649	4430	1146	3284
650	4448	1143	3305
651	4433	1148	3285
652	4422	1141	3281
653	4429	1144	3285
654	4507	1146	3361
655	4468	1137	3331
656	4415	1143	3272
657	4445	1145	3300
658	4484	1142	3342
659	4492	1152	3340
660	4503	1145	3358
661	4481	1143	3338
662	4508	1135	3373
663	4578	1133	3445
664	4516	1136	3380
665	4527	1148	3379
666	4527	1150	3377
667	4528	1152	3376
668	4545	1143	3402
669	4515	1141	3374
670	4551	1142	3409
671	4571	1146	3425
672	4593	1152	3441
673	4604	1149	3455
674	4602	1141	3461
675	4621	1154	3467
676	4627	1146	3481
677	4634	1141	3493
678	4608	1151	3457
679	4593	1138	3455
680	4597	1132	3465
681	4548	1146	3402
682	4589	1145	3444
683	4605	1138	3467
684	4619	1144	3475
685	4610	1143	3467
686	4600	1146	3454
687	4620	1143	3477
688	4627	1146	3481
689	4623	1143	3480
690	4622	1140	3482
691	4608	1139	3469
692	4652	1148	3504
693	4662	1154	3508
694	4664	1145	3519
695	4653	1137	3516
696	4649	1142	3507
697	4639	1140	3499
698	4619	1147	3472
699	4601	1148	3453
700	4699	1148	3551
701	4714	1154	3560
702	4667	1143	3524
703	4676	1154	3522
704	4691	1153	3538
705	4669	1149	3520
706	4681	1147	3534
707	4680	1163	3517
708	4663	1147	3516
709	4691	1142	3549
710	4696	1147	3549
711	4703	1142	3561
712	4677	1129	3548
713	4669	1145	3524
714	4616	1148	3468
715	4678	1142	3536
716	4679	1137	3542
717	4685	1132	3553
718	4759	1143	3616
719	4707	1147	3560
720	4697	1141	3556
721	4725	1141	3584
722	4738	1137	3601
723	4696	1137	3559
724	4640	1138	3502
725	4745	1148	3597
726	4746	1148	3598
727	4694	1144	3550
728	4668	1130	3538
729	4654	1126	3528
730	4642	1137	3505
731	4714	1144	3570
732	4765	1134	3631
733	4692	1141	3551
734	4689	1139	3550
735	4746	1143	3603
736	4705	1146	3559
737	4752	1137	3615
738	4751	1135	3616
739	4735	1136	3599
740	4685	1144	3541
741	4659	1146	3513
742	4676	1148	3528
743	4707	1147	3560
744	4725	1133	3592
745	4744	1137	3607
746	4775	1139	3636
747	4747	1142	3605
748	4699	1147	3552
749	4660	1142	3518
750	4689	1134	3555
751	4729	1141	3588
752	4670	1142	3528
753	4705	1135	3570
754	4702	1143	3559
755	4733	1150	3583
756	4728	1135	3593
757	4756	1135	3621
758	4745	1145	3600
759	4724	1148	3576
760	4730	1139	3591
761	4725	1148	3577
762	4758	1143	3615
763	4755	1143	3612
764	4785	1146	3639
765	4779	1137	3642
766	4773	1140	3633
767	4762	1142	3620
768	4745	1141	3604
769	4772	1150	3622
770	4721	1138	3583
771	4726	1129	3597
772	4737	1130	3607
773	4754	1145	3609
774	4793	1144	3649
775	4844	1145	3699
776	4839	1136	3703
777	4809	1147	3662
778	4791	1155	3636
779	4861	1145	3716
780	4871	1144	3727
781	4807	1154	3653
782	4749	1151	3598
783	4836	1141	3695
784	4909	1135	3774
785	4885	1134	3751
786	4810	1143	3667
787	4857	1132	3725
788	4843	1136	3707
789	4825	1135	3690
790	4833	1128	3705
791	4814	1132	3682
792	4835	1139	3696
793	4900	1132	3768
794	4836	1138	3698
795	4835	1147	3688
796	4856	1145	3711
797	4947	1150	3797
798	4891	1154	3737
799	4873	1145	3728
800	4888	1142	3746
801	4921	1142	3779
802	4961	1147	3814
803	4945	1150	3795
804	4899	1149	3750
805	4873	1151	3722
806	4877	1137	3740
807	4989	1148	3841
808	5015	1142	3873
809	4988	1140	3848
810	4930	1133	3797
811	4946	1136	3810
812	4990	1131	3859
813	5073	1125	3948
814	5046	1136	3910
815	5032	1143	3889
816	5003	1144	3859
817	5022	1149	3873
818	5099	1144	3955
819	5032	1144	3888
820	4916	1146	3770
821	5065	1150	3915
822	5108	1133	3975
823	5079	1137	3942
824	5129	1151	3978
825	5144	1139	4005
826	5098	1123	3975
827	5122	1138	3984
828	5126	1145	3981
829	5196	1142	4054
830	5203	1139	4064
831	5183	1132	4051
832	5187	1139	4048
833	5233	1146	4087
834	5270	1139	4131
835	5278	1154	4124
836	5264	1153	4111
837	5245	1147	4098
838	5270	1138	4132
839	5341	1141	4200
840	5324	1141	4183
841	5241	1135	4106
842	5268	1130	4138
843	5311	1133	4178
844	5335	1140	4195
845	5330	1142	4188
846	5291	1146	4145
847	5291	1148	4143
848	5234	1135	4099
849	5267	1144	4123
850	5261	1140	4121
851	5279	1140	4139
852	5314	1132	4182
853	5345	1129	4216
854	5340	1137	4203
855	5374	1142	4232
856	5344	1131	4213
857	5417	1123	4294
858	5452	1134	4318
