index	original	background	difference
-----------------------------------------------------
1	1184	1099	85
2	1180	1102	78
3	1180	1106	74
4	1185	1108	77
5	1181	1105	76
6	1200	1099	101
7	1208	1105	103
8	1184	1107	77
9	1191	1109	82
10	1183	1109	74
11	1173	1111	62
12	1179	1110	69
13	1188	1111	77
14	1179	1120	59
15	1182	1130	52
16	1181	1117	64
17	1192	1111	81
18	1204	1111	93
19	1196	1123	73
20	1188	1116	72
21	1198	1102	96
22	1213	1121	92
23	1186	1117	69
24	1197	1121	76
25	1216	1121	95
26	1185	1122	63
27	1193	1126	67
28	1219	1123	96
29	1246	1118	128
30	1222	1116	106
31	1203	1124	79
32	1204	1123	81
33	1202	1128	74
34	1205	1131	74
35	1209	1125	84
36	1188	1128	60
37	1198	1122	76
38	1200	1126	74
39	1192	1125	67
40	1207	1128	79
41	1218	1123	95
42	1215	1114	101
43	1221	1124	97
44	1215	1139	76
45	1193	1133	60
46	1197	1125	72
47	1237	1128	109
48	1227	1137	90
49	1241	1143	98
50	1239	1136	103
51	1237	1138	99
52	1232	1139	93
53	1223	1136	87
54	1213	1138	75
55	1225	1130	95
56	1235	1132	103
57	1227	1126	101
58	1233	1130	103
59	1214	1141	73
60	1218	1130	88
61	1228	1126	102
62	1216	1138	78
63	1232	1144	88
64	1227	1140	87
65	1206	1132	74
66	1217	1129	88
67	1238	1131	107
68	1216	1131	85
69	1212	1136	76
70	1205	1134	71
71	1230	1135	95
72	1227	1142	85
73	1221	1152	69
74	1234	1147	87
75	1257	1140	117
76	1239	1141	98
77	1251	1142	109
78	1228	1147	81
79	1237	1147	90
80	1241	1142	99
81	1246	1137	109
82	1240	1132	108
83	1241	1129	112
84	1257	1131	126
85	1252	1137	115
86	1239	1133	106
87	1264	1137	127
88	1243	1146	97
89	1255	1149	106
90	1242	1145	97
91	1231	1140	91
92	1247	1138	109
93	1272	1140	132
94	1277	1138	139
95	1269	1139	130
96	1263	1136	127
97	1267	1140	127
98	1259	1146	113
99	1265	1142	123
100	1271	1135	136
101	1284	1141	143
102	1254	1140	114
103	1245	1135	110
104	1256	1139	117
105	1260	1152	108
106	1266	1144	122
107	1285	1138	147
108	1267	1141	126
109	1252	1145	107
110	1267	1142	125
111	1271	1135	136
112	1275	1136	139
113	1295	1138	157
114	1250	1132	118
115	1257	1136	121
116	1274	1129	145
117	1292	1132	160
118	1289	1140	149
119	1278	1144	134
120	1299	1139	160
121	1293	1140	153
122	1288	1146	142
123	1280	1139	141
124	1287	1137	150
125	1306	1134	172
126	1316	1130	186
