index	original	background	difference
-----------------------------------------------------
1	1155	1099	56
2	1153	1102	51
3	1152	1106	46
4	1178	1108	70
5	1169	1105	64
6	1166	1099	67
7	1166	1105	61
8	1172	1107	65
9	1193	1109	84
10	1187	1109	78
11	1176	1111	65
12	1180	1110	70
13	1162	1111	51
14	1178	1120	58
15	1157	1130	27
16	1145	1117	28
17	1144	1111	33
18	1168	1111	57
19	1179	1123	56
20	1189	1116	73
21	1191	1102	89
22	1184	1121	63
23	1171	1117	54
24	1210	1121	89
25	1203	1121	82
26	1164	1122	42
27	1152	1126	26
28	1183	1123	60
29	1173	1118	55
30	1185	1116	69
31	1186	1124	62
32	1175	1123	52
33	1173	1128	45
34	1184	1131	53
35	1185	1125	60
36	1201	1128	73
37	1203	1122	81
38	1193	1126	67
39	1186	1125	61
40	1185	1128	57
41	1199	1123	76
42	1207	1114	93
43	1171	1124	47
44	1190	1139	51
45	1196	1133	63
46	1186	1125	61
47	1205	1128	77
48	1219	1137	82
49	1206	1143	63
50	1206	1136	70
51	1239	1138	101
52	1233	1139	94
53	1202	1136	66
54	1202	1138	64
55	1219	1130	89
56	1230	1132	98
57	1223	1126	97
58	1204	1130	74
59	1206	1141	65
60	1239	1130	109
61	1208	1126	82
62	1204	1138	66
63	1218	1144	74
64	1230	1140	90
65	1226	1132	94
66	1226	1129	97
67	1180	1131	49
68	1194	1131	63
69	1220	1136	84
70	1203	1134	69
71	1217	1135	82
72	1216	1142	74
73	1236	1152	84
74	1244	1147	97
75	1219	1140	79
76	1228	1141	87
77	1240	1142	98
78	1225	1147	78
79	1205	1147	58
80	1201	1142	59
81	1237	1137	100
82	1241	1132	109
83	1204	1129	75
84	1199	1131	68
85	1219	1137	82
86	1248	1133	115
87	1215	1137	78
88	1226	1146	80
89	1221	1149	72
90	1226	1145	81
91	1229	1140	89
92	1233	1138	95
93	1228	1140	88
94	1243	1138	105
95	1261	1139	122
96	1234	1136	98
97	1227	1140	87
98	1228	1146	82
99	1233	1142	91
100	1238	1135	103
101	1232	1141	91
102	1231	1140	91
103	1226	1135	91
104	1217	1139	78
105	1217	1152	65
106	1248	1144	104
107	1247	1138	109
108	1231	1141	90
109	1237	1145	92
110	1242	1142	100
111	1248	1135	113
112	1248	1136	112
113	1250	1138	112
114	1249	1132	117
115	1247	1136	111
116	1277	1129	148
117	1272	1132	140
118	1251	1140	111
119	1283	1144	139
120	1258	1139	119
121	1241	1140	101
122	1271	1146	125
123	1274	1139	135
124	1257	1137	120
125	1243	1134	109
126	1246	1130	116
127	1280	1134	146
128	1293	1135	158
129	1298	1142	156
130	1286	1149	137
131	1283	1159	124
132	1277	1156	121
133	1246	1146	100
134	1267	1141	126
135	1270	1136	134
136	1283	1139	144
137	1267	1138	129
138	1262	1142	120
139	1285	1144	141
140	1308	1144	164
141	1297	1144	153
142	1304	1134	170
143	1292	1141	151
144	1267	1145	122
145	1303	1140	163
146	1330	1141	189
147	1313	1151	162
148	1306	1144	162
149	1301	1134	167
150	1320	1137	183
151	1313	1144	169
152	1320	1141	179
153	1332	1144	188
154	1325	1143	182
155	1313	1138	175
156	1293	1138	155
157	1305	1140	165
158	1312	1143	169
159	1310	1152	158
160	1326	1146	180
161	1306	1140	166
162	1301	1144	157
163	1297	1145	152
164	1319	1139	180
165	1322	1148	174
166	1343	1145	198
167	1339	1142	197
168	1330	1139	191
169	1335	1142	193
170	1354	1137	217
171	1344	1143	201
172	1328	1146	182
173	1319	1154	165
174	1330	1145	185
175	1347	1139	208
176	1356	1139	217
177	1340	1137	203
178	1329	1143	186
179	1328	1145	183
180	1327	1134	193
181	1352	1132	220
182	1361	1134	227
183	1363	1133	230
184	1375	1140	235
185	1358	1143	215
186	1358	1153	205
187	1365	1152	213
188	1351	1145	206
189	1358	1151	207
190	1368	1149	219
191	1382	1150	232
192	1392	1136	256
193	1404	1126	278
194	1396	1130	266
195	1365	1153	212
196	1373	1147	226
197	1375	1146	229
198	1401	1145	256
199	1384	1150	234
200	1381	1146	235
201	1367	1146	221
202	1377	1135	242
203	1386	1132	254
204	1406	1139	267
205	1407	1146	261
206	1427	1143	284
207	1431	1139	292
208	1402	1152	250
209	1370	1152	218
210	1415	1145	270
211	1428	1137	291
212	1410	1140	270
213	1426	1137	289
214	1439	1136	303
215	1437	1134	303
216	1429	1135	294
217	1413	1141	272
218	1429	1148	281
219	1463	1144	319
220	1462	1132	330
221	1426	1128	298
222	1439	1132	307
223	1433	1138	295
224	1452	1138	314
225	1454	1136	318
226	1434	1134	300
227	1440	1130	310
228	1476	1132	344
229	1495	1146	349
230	1471	1145	326
231	1467	1138	329
