index	original	background	difference
-----------------------------------------------------
1	1166	1099	67
2	1154	1102	52
3	1157	1106	51
4	1173	1108	65
5	1171	1105	66
6	1176	1099	77
7	1176	1105	71
8	1191	1107	84
9	1187	1109	78
10	1173	1109	64
11	1170	1111	59
12	1180	1110	70
13	1181	1111	70
14	1167	1120	47
15	1188	1130	58
16	1195	1117	78
17	1186	1111	75
18	1183	1111	72
19	1197	1123	74
20	1185	1116	69
21	1178	1102	76
22	1198	1121	77
23	1197	1117	80
24	1204	1121	83
25	1202	1121	81
26	1187	1122	65
27	1190	1126	64
28	1208	1123	85
29	1178	1118	60
30	1170	1116	54
31	1179	1124	55
32	1199	1123	76
33	1213	1128	85
34	1195	1131	64
35	1193	1125	68
36	1213	1128	85
37	1203	1122	81
38	1195	1126	69
39	1191	1125	66
40	1185	1128	57
41	1162	1123	39
42	1174	1114	60
43	1214	1124	90
44	1228	1139	89
45	1223	1133	90
46	1225	1125	100
47	1203	1128	75
48	1227	1137	90
49	1219	1143	76
50	1204	1136	68
51	1222	1138	84
52	1217	1139	78
53	1191	1136	55
54	1203	1138	65
55	1216	1130	86
56	1215	1132	83
57	1198	1126	72
58	1231	1130	101
59	1229	1141	88
60	1222	1130	92
61	1232	1126	106
62	1218	1138	80
63	1196	1144	52
64	1198	1140	58
65	1218	1132	86
66	1212	1129	83
67	1202	1131	71
68	1218	1131	87
69	1209	1136	73
70	1209	1134	75
71	1229	1135	94
72	1225	1142	83
73	1222	1152	70
74	1223	1147	76
75	1198	1140	58
76	1229	1141	88
77	1224	1142	82
78	1211	1147	64
79	1218	1147	71
80	1247	1142	105
81	1246	1137	109
82	1224	1132	92
83	1232	1129	103
84	1251	1131	120
85	1239	1137	102
86	1226	1133	93
87	1220	1137	83
88	1244	1146	98
89	1237	1149	88
90	1248	1145	103
91	1230	1140	90
92	1245	1138	107
93	1240	1140	100
94	1240	1138	102
95	1241	1139	102
96	1263	1136	127
97	1256	1140	116
98	1243	1146	97
99	1245	1142	103
100	1242	1135	107
101	1241	1141	100
102	1267	1140	127
103	1270	1135	135
104	1261	1139	122
105	1267	1152	115
106	1280	1144	136
107	1256	1138	118
108	1274	1141	133
109	1264	1145	119
110	1261	1142	119
111	1249	1135	114
112	1234	1136	98
113	1232	1138	94
114	1259	1132	127
115	1275	1136	139
116	1250	1129	121
117	1280	1132	148
118	1283	1140	143
119	1271	1144	127
120	1303	1139	164
121	1301	1140	161
122	1284	1146	138
123	1267	1139	128
124	1281	1137	144
125	1280	1134	146
126	1279	1130	149
127	1288	1134	154
128	1295	1135	160
129	1273	1142	131
130	1264	1149	115
131	1297	1159	138
132	1292	1156	136
133	1299	1146	153
134	1285	1141	144
135	1279	1136	143
136	1293	1139	154
137	1269	1138	131
138	1276	1142	134
139	1295	1144	151
140	1305	1144	161
141	1279	1144	135
