index	original	background	difference
-----------------------------------------------------
1	1181	1099	82
2	1177	1102	75
3	1188	1106	82
4	1164	1108	56
5	1175	1105	70
6	1161	1099	62
7	1154	1105	49
8	1140	1107	33
9	1169	1109	60
10	1172	1109	63
11	1176	1111	65
12	1160	1110	50
13	1160	1111	49
14	1190	1120	70
15	1200	1130	70
16	1179	1117	62
17	1158	1111	47
18	1161	1111	50
19	1178	1123	55
20	1195	1116	79
21	1187	1102	85
22	1157	1121	36
23	1168	1117	51
24	1169	1121	48
25	1183	1121	62
26	1196	1122	74
27	1208	1126	82
28	1186	1123	63
29	1195	1118	77
30	1189	1116	73
31	1192	1124	68
32	1182	1123	59
33	1194	1128	66
34	1173	1131	42
35	1187	1125	62
36	1196	1128	68
37	1204	1122	82
38	1209	1126	83
39	1196	1125	71
40	1192	1128	64
41	1196	1123	73
42	1217	1114	103
43	1236	1124	112
44	1196	1139	57
45	1189	1133	56
46	1206	1125	81
47	1207	1128	79
48	1202	1137	65
49	1204	1143	61
50	1192	1136	56
51	1192	1138	54
52	1191	1139	52
53	1216	1136	80
54	1210	1138	72
55	1207	1130	77
56	1182	1132	50
57	1197	1126	71
58	1201	1130	71
59	1206	1141	65
60	1211	1130	81
61	1218	1126	92
62	1205	1138	67
63	1194	1144	50
64	1189	1140	49
65	1205	1132	73
66	1214	1129	85
67	1209	1131	78
68	1216	1131	85
69	1226	1136	90
70	1222	1134	88
71	1221	1135	86
72	1221	1142	79
73	1243	1152	91
74	1230	1147	83
75	1228	1140	88
76	1211	1141	70
77	1224	1142	82
78	1213	1147	66
79	1210	1147	63
80	1209	1142	67
81	1241	1137	104
82	1221	1132	89
83	1211	1129	82
84	1200	1131	69
85	1216	1137	79
86	1215	1133	82
87	1197	1137	60
88	1223	1146	77
89	1216	1149	67
90	1198	1145	53
91	1208	1140	68
92	1221	1138	83
93	1261	1140	121
94	1220	1138	82
95	1228	1139	89
96	1222	1136	86
97	1230	1140	90
98	1236	1146	90
99	1240	1142	98
100	1248	1135	113
101	1236	1141	95
102	1240	1140	100
103	1255	1135	120
104	1246	1139	107
105	1260	1152	108
106	1264	1144	120
107	1256	1138	118
108	1226	1141	85
109	1242	1145	97
110	1256	1142	114
111	1256	1135	121
112	1258	1136	122
113	1252	1138	114
114	1246	1132	114
115	1258	1136	122
116	1265	1129	136
117	1279	1132	147
118	1264	1140	124
119	1284	1144	140
120	1286	1139	147
121	1265	1140	125
122	1270	1146	124
123	1283	1139	144
124	1249	1137	112
125	1265	1134	131
126	1266	1130	136
127	1281	1134	147
128	1286	1135	151
129	1278	1142	136
130	1281	1149	132
131	1288	1159	129
132	1271	1156	115
133	1280	1146	134
134	1285	1141	144
135	1288	1136	152
136	1291	1139	152
137	1294	1138	156
138	1274	1142	132
139	1294	1144	150
140	1279	1144	135
141	1276	1144	132
142	1286	1134	152
143	1290	1141	149
144	1294	1145	149
145	1307	1140	167
146	1297	1141	156
147	1304	1151	153
148	1289	1144	145
149	1273	1134	139
150	1294	1137	157
151	1326	1144	182
152	1299	1141	158
153	1335	1144	191
154	1329	1143	186
155	1316	1138	178
156	1313	1138	175
157	1309	1140	169
158	1287	1143	144
159	1301	1152	149
160	1305	1146	159
161	1326	1140	186
162	1320	1144	176
163	1343	1145	198
164	1300	1139	161
165	1294	1148	146
166	1303	1145	158
167	1328	1142	186
168	1349	1139	210
169	1332	1142	190
170	1317	1137	180
171	1340	1143	197
172	1311	1146	165
173	1306	1154	152
174	1340	1145	195
175	1346	1139	207
176	1316	1139	177
177	1330	1137	193
178	1320	1143	177
179	1354	1145	209
180	1352	1134	218
181	1340	1132	208
182	1329	1134	195
183	1328	1133	195
184	1338	1140	198
185	1340	1143	197
186	1359	1153	206
187	1349	1152	197
188	1327	1145	182
189	1354	1151	203
190	1358	1149	209
191	1369	1150	219
192	1373	1136	237
193	1365	1126	239
194	1367	1130	237
195	1389	1153	236
196	1368	1147	221
197	1360	1146	214
198	1375	1145	230
199	1377	1150	227
200	1377	1146	231
201	1388	1146	242
202	1368	1135	233
203	1393	1132	261
204	1380	1139	241
205	1382	1146	236
206	1395	1143	252
207	1408	1139	269
208	1414	1152	262
209	1423	1152	271
210	1392	1145	247
211	1417	1137	280
212	1405	1140	265
213	1388	1137	251
214	1403	1136	267
215	1426	1134	292
216	1411	1135	276
217	1400	1141	259
218	1410	1148	262
219	1414	1144	270
220	1401	1132	269
221	1428	1128	300
222	1441	1132	309
223	1439	1138	301
224	1436	1138	298
225	1431	1136	295
226	1424	1134	290
227	1416	1130	286
228	1431	1132	299
229	1436	1146	290
230	1439	1145	294
231	1461	1138	323
232	1457	1139	318
233	1451	1140	311
234	1439	1139	300
235	1462	1132	330
236	1478	1134	344
