0.47,-3.711e-07,0.33,1.68e-06,0.47,-6.524e-07,0.33,3.136e-06,0.47,-1.474e-06,0.33,7.847e-06
0.48,-4.301e-07,0.32,1.539e-06,0.48,-7.441e-07,0.32,2.855e-06,0.48,-1.704e-06,0.32,7.087e-06
0.49,-4.992e-07,0.31,1.411e-06,0.49,-8.66e-07,0.31,2.624e-06,0.49,-1.999e-06,0.31,6.449e-06
0.5,-5.893e-07,0.3,1.3e-06,0.5,-1.034e-06,0.3,2.407e-06,0.5,-2.409e-06,0.3,5.826e-06
0.51,-6.944e-07,0.29,1.216e-06,0.51,-1.235e-06,0.29,2.229e-06,0.51,-2.914e-06,0.29,5.325e-06
0.52,-8.017e-07,0.28,1.132e-06,0.52,-1.449e-06,0.28,2.065e-06,0.52,-3.473e-06,0.28,4.86e-06
0.53,-8.991e-07,0.27,1.071e-06,0.53,-1.649e-06,0.27,1.929e-06,0.53,-3.985e-06,0.27,4.469e-06
0.54,-9.829e-07,0.26,1.006e-06,0.54,-1.822e-06,0.26,1.807e-06,0.54,-4.405e-06,0.26,4.116e-06
0.55,-1.052e-06,0.25,9.562e-07,0.55,-1.957e-06,0.25,1.709e-06,0.55,-4.703e-06,0.25,3.84e-06
0.56,-1.117e-06,0.24,9.045e-07,0.56,-2.068e-06,0.24,1.605e-06,0.56,-4.953e-06,0.24,3.566e-06
0.57,-1.162e-06,0.23,8.69e-07,0.57,-2.159e-06,0.23,1.526e-06,0.57,-5.115e-06,0.23,3.359e-06
0.58,-1.211e-06,0.22,8.301e-07,0.58,-2.24e-06,0.22,1.436e-06,0.58,-5.272e-06,0.22,3.149e-06
0.59,-1.242e-06,0.21,7.974e-07,0.59,-2.3e-06,0.21,1.363e-06,0.59,-5.406e-06,0.21,2.985e-06
0.6,-1.275e-06,0.2,7.598e-07,0.6,-2.368e-06,0.2,1.298e-06,0.6,-5.546e-06,0.2,2.807e-06
0.61,-1.302e-06,0.19,7.366e-07,0.61,-2.411e-06,0.19,1.246e-06,0.61,-5.642e-06,0.19,2.683e-06
0.62,-1.327e-06,0.18,7.077e-07,0.62,-2.464e-06,0.18,1.193e-06,0.62,-5.761e-06,0.18,2.534e-06
0.63,-1.352e-06,0.17,6.941e-07,0.63,-2.5e-06,0.17,1.15e-06,0.63,-5.847e-06,0.17,2.435e-06
0.64,-1.372e-06,0.16,6.697e-07,0.64,-2.54e-06,0.16,1.111e-06,0.64,-5.93e-06,0.16,2.304e-06
0.65,-1.393e-06,0.15,6.599e-07,0.65,-2.572e-06,0.15,1.082e-06,0.65,-5.996e-06,0.15,2.217e-06
0.66,-1.413e-06,0.14,6.406e-07,0.66,-2.604e-06,0.14,1.047e-06,0.66,-6.068e-06,0.14,2.107e-06
0.67,-1.428e-06,0.13,6.254e-07,0.67,-2.626e-06,0.13,1.028e-06,0.67,-6.102e-06,0.13,2.046e-06
0.68,-1.444e-06,0.12,6.096e-07,0.68,-2.652e-06,0.12,9.972e-07,0.68,-6.14e-06,0.12,1.963e-06
0.69,-1.453e-06,0.11,6.083e-07,0.69,-2.668e-06,0.11,9.841e-07,0.69,-6.15e-06,0.11,1.925e-06
0.7,-1.467e-06,0.1,5.96e-07,0.7,-2.684e-06,0.1,9.646e-07,0.7,-6.172e-06,0.1,1.865e-06
0.71,-1.483e-06,0.09,5.877e-07,0.71,-2.698e-06,0.09,9.518e-07,0.71,-6.177e-06,0.09,1.846e-06
0.72,-1.504e-06,0.08,5.771e-07,0.72,-2.722e-06,0.08,9.354e-07,0.72,-6.195e-06,0.08,1.798e-06
0.73,-1.511e-06,0.07,5.746e-07,0.73,-2.733e-06,0.07,9.349e-07,0.73,-6.195e-06,0.07,1.802e-06
0.74,-1.518e-06,0.06,5.675e-07,0.74,-2.752e-06,0.06,9.292e-07,0.74,-6.193e-06,0.06,1.773e-06
0.75,-1.534e-06,0.05,5.725e-07,0.75,-2.767e-06,0.05,9.35e-07,0.75,-6.184e-06,0.05,1.809e-06
0.76,-1.554e-06,0.04,5.718e-07,0.76,-2.78e-06,0.04,9.408e-07,0.76,-6.181e-06,0.04,1.823e-06
0.77,-1.562e-06,0.03,5.865e-07,0.77,-2.789e-06,0.03,9.693e-07,0.77,-6.172e-06,0.03,1.891e-06
0.78,-1.574e-06,0.02,5.968e-07,0.78,-2.811e-06,0.02,9.926e-07,0.78,-6.168e-06,0.02,1.958e-06
