0.64,-2.089e-08,-2.089e-09,-0.29,-3.789e-07,7.254e-06,1.09,-1.421e-06,-7.25e-06,-0.29,-3.438e-07,6.373e-06,1.09,-1.284e-06,-7.698e-06
0.63,6.864e-08,4.775e-09,-0.28,-6.96e-07,7.184e-06,1.08,-1.109e-06,-7.36e-06,-0.28,-6.612e-07,6.307e-06,1.08,-1.002e-06,-7.798e-06
0.62,1.159e-07,1.636e-08,-0.27,-9.007e-07,7.094e-06,1.07,-8.96e-07,-7.45e-06,-0.27,-8.784e-07,6.219e-06,1.07,-8.071e-07,-7.878e-06
0.61,1.585e-07,3.221e-08,-0.26,-1.066e-06,6.987e-06,1.06,-7.394e-07,-7.524e-06,-0.26,-1.048e-06,6.114e-06,1.06,-6.677e-07,-7.945e-06
0.6,1.796e-07,5.017e-08,-0.25,-1.182e-06,6.869e-06,1.05,-6.19e-07,-7.586e-06,-0.25,-1.17e-06,5.997e-06,1.05,-5.577e-07,-8.001e-06
0.59,2.111e-07,7.128e-08,-0.24,-1.265e-06,6.743e-06,1.04,-5.246e-07,-7.638e-06,-0.24,-1.252e-06,5.872e-06,1.04,-4.729e-07,-8.048e-06
0.58,2.211e-07,9.339e-08,-0.23,-1.297e-06,6.613e-06,1.03,-4.488e-07,-7.683e-06,-0.23,-1.282e-06,5.744e-06,1.03,-4.063e-07,-8.089e-06
0.57,2.423e-07,1.176e-07,-0.22,-1.308e-06,6.482e-06,1.02,-3.841e-07,-7.722e-06,-0.22,-1.277e-06,5.616e-06,1.02,-3.462e-07,-8.124e-06
0.56,2.589e-07,1.435e-07,-0.21,-1.281e-06,6.354e-06,1.01,-3.314e-07,-7.755e-06,-0.21,-1.245e-06,5.492e-06,1.01,-2.939e-07,-8.153e-06
0.55,2.746e-07,1.71e-07,-0.2,-1.257e-06,6.228e-06,1.0,-2.836e-07,-7.783e-06,-0.2,-1.221e-06,5.37e-06,1.0,-2.506e-07,-8.178e-06
0.54,2.877e-07,1.997e-07,-0.19,-1.201e-06,6.108e-06,0.99,-2.42e-07,-7.807e-06,-0.19,-1.168e-06,5.253e-06,0.99,-2.149e-07,-8.2e-06
0.53,3.079e-07,2.305e-07,-0.18,-1.15e-06,5.993e-06,0.98,-2.03e-07,-7.828e-06,-0.18,-1.117e-06,5.141e-06,0.98,-1.795e-07,-8.217e-06
0.52,3.145e-07,2.62e-07,-0.17,-1.12e-06,5.881e-06,0.97,-1.664e-07,-7.844e-06,-0.17,-1.083e-06,5.033e-06,0.97,-1.451e-07,-8.232e-06
0.51,3.277e-07,2.948e-07,-0.16,-1.116e-06,5.77e-06,0.96,-1.426e-07,-7.859e-06,-0.16,-1.082e-06,4.925e-06,0.96,-1.219e-07,-8.244e-06
0.5,3.432e-07,3.291e-07,-0.15,-1.128e-06,5.657e-06,0.95,-1.117e-07,-7.87e-06,-0.15,-1.098e-06,4.815e-06,0.95,-9.288e-08,-8.253e-06
0.49,3.631e-07,3.654e-07,-0.14,-1.161e-06,5.541e-06,0.94,-9.015e-08,-7.879e-06,-0.14,-1.132e-06,4.702e-06,0.94,-6.587e-08,-8.26e-06
0.48,3.687e-07,4.023e-07,-0.13,-1.193e-06,5.421e-06,0.93,-5.89e-08,-7.885e-06,-0.13,-1.166e-06,4.585e-06,0.93,-4.564e-08,-8.265e-06
0.47,3.864e-07,4.409e-07,-0.12,-1.231e-06,5.298e-06,0.92,-4.424e-08,-7.889e-06,-0.12,-1.198e-06,4.465e-06,0.92,-2.693e-08,-8.267e-06
0.46,4.013e-07,4.81e-07,-0.11,-1.273e-06,5.171e-06,0.91,-1.81e-08,-7.891e-06,-0.11,-1.242e-06,4.341e-06,0.91,-9.089e-10,-8.267e-06
0.45,4.167e-07,5.227e-07,-0.1,-1.325e-06,5.038e-06,0.9,1.634e-09,-7.891e-06,-0.1,-1.301e-06,4.211e-06,0.9,8.389e-09,-8.267e-06
0.44,4.193e-07,5.646e-07,-0.09,-1.36e-06,4.903e-06,0.89,1.585e-08,-7.889e-06,-0.09,-1.355e-06,4.075e-06,0.89,3.523e-08,-8.263e-06
0.43,4.331e-07,6.079e-07,-0.08,-1.357e-06,4.767e-06,0.88,4.132e-08,-7.885e-06,-0.08,-1.374e-06,3.938e-06,0.88,5.002e-08,-8.258e-06
0.42,4.443e-07,6.524e-07,-0.07,-1.288e-06,4.638e-06,0.87,5.32e-08,-7.88e-06,-0.07,-1.323e-06,3.806e-06,0.87,6.981e-08,-8.251e-06
0.41,4.584e-07,6.982e-07,-0.06,-1.16e-06,4.522e-06,0.86,7.11e-08,-7.873e-06,-0.06,-1.186e-06,3.687e-06,0.86,8.591e-08,-8.242e-06
0.4,4.586e-07,7.441e-07,-0.05,-9.996e-07,4.422e-06,0.85,9.149e-08,-7.863e-06,-0.05,-9.984e-07,3.587e-06,0.85,1.076e-07,-8.232e-06
0.39,4.674e-07,7.908e-07,-0.04,-8.45e-07,4.338e-06,0.84,1.096e-07,-7.852e-06,-0.04,-8.236e-07,3.505e-06,0.84,1.201e-07,-8.22e-06
0.38,4.647e-07,8.373e-07,-0.03,-7.201e-07,4.266e-06,0.83,1.282e-07,-7.84e-06,-0.03,-6.818e-07,3.437e-06,0.83,1.364e-07,-8.206e-06
0.37,4.703e-07,8.843e-07,-0.02,-6.253e-07,4.203e-06,0.82,1.408e-07,-7.826e-06,-0.02,-5.802e-07,3.379e-06,0.82,1.524e-07,-8.191e-06
0.36,4.685e-07,9.312e-07,-0.01,-5.49e-07,4.148e-06,0.81,1.64e-07,-7.809e-06,-0.01,-5.029e-07,3.328e-06,0.81,1.726e-07,-8.174e-06
0.35,4.719e-07,9.783e-07,-0.0,-4.878e-07,4.099e-06,0.8,1.736e-07,-7.792e-06,-0.0,-4.397e-07,3.284e-06,0.8,1.875e-07,-8.155e-06
0.34,4.681e-07,1.025e-06,0.01,-4.416e-07,4.055e-06,0.79,1.97e-07,-7.772e-06,0.01,-3.947e-07,3.245e-06,0.79,2.126e-07,-8.134e-06
0.33,4.701e-07,1.072e-06,0.02,-4.011e-07,4.015e-06,0.78,2.136e-07,-7.751e-06,0.02,-3.503e-07,3.21e-06,0.78,2.242e-07,-8.111e-06
0.32,4.645e-07,1.119e-06,0.03,-3.706e-07,3.978e-06,0.77,2.339e-07,-7.727e-06,0.03,-3.264e-07,3.177e-06,0.77,2.487e-07,-8.086e-06
0.31,4.677e-07,1.165e-06,0.04,-3.428e-07,3.944e-06,0.76,2.557e-07,-7.702e-06,0.04,-2.969e-07,3.147e-06,0.76,2.655e-07,-8.06e-06
0.3,4.598e-07,1.211e-06,0.05,-3.31e-07,3.911e-06,0.75,2.78e-07,-7.674e-06,0.05,-2.779e-07,3.12e-06,0.75,2.871e-07,-8.031e-06
0.29,4.626e-07,1.258e-06,0.06,-3.104e-07,3.88e-06,0.74,2.984e-07,-7.644e-06,0.06,-2.549e-07,3.094e-06,0.74,3.057e-07,-8e-06
0.28,4.52e-07,1.303e-06,0.07,-2.933e-07,3.85e-06,0.73,3.211e-07,-7.612e-06,0.07,-2.427e-07,3.07e-06,0.73,3.261e-07,-7.968e-06
0.27,4.512e-07,1.348e-06,0.08,-2.859e-07,3.822e-06,0.72,3.417e-07,-7.578e-06,0.08,-2.372e-07,3.046e-06,0.72,3.508e-07,-7.933e-06
