0.64,6.88e-07,1.376e-08,-0.29,-3.576e-06,6.759e-06,1.09,-4.382e-06,-5.027e-06,-0.29,-3.345e-06,5.966e-06,1.09,-4.21e-06,-5.409e-06
0.63,8.652e-07,3.106e-08,-0.28,-4.704e-06,6.665e-06,1.08,-3.297e-06,-5.093e-06,-0.28,-4.502e-06,5.876e-06,1.08,-3.156e-06,-5.472e-06
0.62,1.002e-06,5.109e-08,-0.27,-5.469e-06,6.556e-06,1.07,-2.577e-06,-5.145e-06,-0.27,-5.321e-06,5.77e-06,1.07,-2.456e-06,-5.521e-06
0.61,1.196e-06,7.502e-08,-0.26,-6.071e-06,6.434e-06,1.06,-2.078e-06,-5.186e-06,-0.26,-5.948e-06,5.651e-06,1.06,-1.974e-06,-5.561e-06
0.6,1.376e-06,1.025e-07,-0.25,-6.496e-06,6.304e-06,1.05,-1.687e-06,-5.22e-06,-0.25,-6.411e-06,5.523e-06,1.05,-1.593e-06,-5.593e-06
0.59,1.627e-06,1.351e-07,-0.24,-6.74e-06,6.17e-06,1.04,-1.393e-06,-5.248e-06,-0.24,-6.657e-06,5.39e-06,1.04,-1.313e-06,-5.619e-06
0.58,1.845e-06,1.72e-07,-0.23,-6.723e-06,6.035e-06,1.03,-1.155e-06,-5.271e-06,-0.23,-6.654e-06,5.257e-06,1.03,-1.08e-06,-5.641e-06
0.57,2.111e-06,2.142e-07,-0.22,-6.573e-06,5.904e-06,1.02,-9.628e-07,-5.29e-06,-0.22,-6.499e-06,5.127e-06,1.02,-8.982e-07,-5.659e-06
0.56,2.354e-06,2.613e-07,-0.21,-6.317e-06,5.777e-06,1.01,-7.899e-07,-5.306e-06,-0.21,-6.217e-06,5.002e-06,1.01,-7.312e-07,-5.673e-06
0.55,2.629e-06,3.139e-07,-0.2,-6.124e-06,5.655e-06,1.0,-6.597e-07,-5.319e-06,-0.2,-6.002e-06,4.882e-06,1.0,-5.978e-07,-5.685e-06
0.54,2.874e-06,3.713e-07,-0.19,-5.798e-06,5.539e-06,0.99,-5.255e-07,-5.33e-06,-0.19,-5.649e-06,4.769e-06,0.99,-4.738e-07,-5.695e-06
0.53,3.155e-06,4.344e-07,-0.18,-5.423e-06,5.43e-06,0.98,-4.289e-07,-5.338e-06,-0.18,-5.269e-06,4.664e-06,0.98,-3.751e-07,-5.702e-06
0.52,3.388e-06,5.022e-07,-0.17,-5.137e-06,5.328e-06,0.97,-3.181e-07,-5.344e-06,-0.17,-5.009e-06,4.564e-06,0.97,-2.702e-07,-5.707e-06
0.51,3.651e-06,5.752e-07,-0.16,-4.99e-06,5.228e-06,0.96,-2.37e-07,-5.349e-06,-0.16,-4.884e-06,4.466e-06,0.96,-1.923e-07,-5.711e-06
0.5,3.86e-06,6.524e-07,-0.15,-4.947e-06,5.129e-06,0.95,-1.473e-07,-5.352e-06,-0.15,-4.848e-06,4.369e-06,0.95,-1.033e-07,-5.713e-06
0.49,4.088e-06,7.342e-07,-0.14,-5.001e-06,5.029e-06,0.94,-7.569e-08,-5.354e-06,-0.14,-4.899e-06,4.271e-06,0.94,-3.021e-08,-5.714e-06
0.48,4.263e-06,8.194e-07,-0.13,-5.088e-06,4.927e-06,0.93,5.849e-09,-5.354e-06,-0.13,-5.016e-06,4.171e-06,0.93,4.568e-08,-5.713e-06
0.47,4.442e-06,9.083e-07,-0.12,-5.272e-06,4.822e-06,0.92,7.166e-08,-5.352e-06,-0.12,-5.211e-06,4.066e-06,0.92,1.04e-07,-5.711e-06
0.46,4.56e-06,9.995e-07,-0.11,-5.514e-06,4.711e-06,0.91,1.476e-07,-5.349e-06,-0.11,-5.441e-06,3.958e-06,0.91,1.862e-07,-5.707e-06
0.45,4.671e-06,1.093e-06,-0.1,-5.838e-06,4.595e-06,0.9,1.925e-07,-5.345e-06,-0.1,-5.752e-06,3.843e-06,0.9,2.33e-07,-5.703e-06
0.44,4.692e-06,1.187e-06,-0.09,-6.181e-06,4.471e-06,0.89,2.765e-07,-5.34e-06,-0.09,-6.076e-06,3.721e-06,0.89,3.136e-07,-5.696e-06
0.43,4.682e-06,1.28e-06,-0.08,-6.518e-06,4.341e-06,0.88,3.192e-07,-5.333e-06,-0.08,-6.393e-06,3.593e-06,0.88,3.559e-07,-5.689e-06
0.42,4.567e-06,1.372e-06,-0.07,-6.555e-06,4.21e-06,0.87,3.973e-07,-5.325e-06,-0.07,-6.368e-06,3.466e-06,0.87,4.339e-07,-5.681e-06
0.41,4.441e-06,1.461e-06,-0.06,-6.079e-06,4.088e-06,0.86,4.367e-07,-5.317e-06,-0.06,-5.829e-06,3.349e-06,0.86,4.741e-07,-5.671e-06
0.4,4.237e-06,1.545e-06,-0.05,-5.144e-06,3.985e-06,0.85,5.131e-07,-5.306e-06,-0.05,-4.816e-06,3.253e-06,0.85,5.46e-07,-5.66e-06
0.39,4.032e-06,1.626e-06,-0.04,-4.086e-06,3.903e-06,0.84,5.566e-07,-5.295e-06,-0.04,-3.747e-06,3.178e-06,0.84,5.885e-07,-5.648e-06
0.38,3.771e-06,1.701e-06,-0.03,-3.228e-06,3.839e-06,0.83,6.332e-07,-5.283e-06,-0.03,-2.893e-06,3.12e-06,0.83,6.66e-07,-5.635e-06
0.37,3.537e-06,1.772e-06,-0.02,-2.656e-06,3.786e-06,0.82,6.755e-07,-5.269e-06,-0.02,-2.331e-06,3.074e-06,0.82,7.11e-07,-5.621e-06
0.36,3.275e-06,1.838e-06,-0.01,-2.261e-06,3.741e-06,0.81,7.549e-07,-5.254e-06,-0.01,-1.931e-06,3.035e-06,0.81,7.883e-07,-5.605e-06
0.35,3.061e-06,1.899e-06,-0.0,-1.987e-06,3.701e-06,0.8,8.023e-07,-5.238e-06,-0.0,-1.637e-06,3.002e-06,0.8,8.308e-07,-5.588e-06
0.34,2.831e-06,1.955e-06,0.01,-1.767e-06,3.665e-06,0.79,8.832e-07,-5.22e-06,0.01,-1.408e-06,2.974e-06,0.79,9.115e-07,-5.57e-06
0.33,2.658e-06,2.009e-06,0.02,-1.583e-06,3.634e-06,0.78,9.27e-07,-5.202e-06,0.02,-1.231e-06,2.949e-06,0.78,9.63e-07,-5.551e-06
0.32,2.476e-06,2.058e-06,0.03,-1.43e-06,3.605e-06,0.77,1.018e-06,-5.181e-06,0.03,-1.072e-06,2.928e-06,0.77,1.053e-06,-5.53e-06
0.31,2.349e-06,2.105e-06,0.04,-1.32e-06,3.579e-06,0.76,1.071e-06,-5.16e-06,0.04,-9.655e-07,2.909e-06,0.76,1.108e-06,-5.508e-06
0.3,2.206e-06,2.149e-06,0.05,-1.226e-06,3.554e-06,0.75,1.161e-06,-5.137e-06,0.05,-8.619e-07,2.891e-06,0.75,1.198e-06,-5.484e-06
0.29,2.105e-06,2.191e-06,0.06,-1.159e-06,3.531e-06,0.74,1.223e-06,-5.112e-06,0.06,-8.014e-07,2.875e-06,0.74,1.257e-06,-5.459e-06
0.28,1.998e-06,2.231e-06,0.07,-1.1e-06,3.509e-06,0.73,1.323e-06,-5.086e-06,0.07,-7.412e-07,2.861e-06,0.73,1.351e-06,-5.432e-06
