filename,Start 1,End 1,Start 2,End 2,T_left(K),T_right(K),room_temperature(K),water_volume(mL),water_density(g/mL),water_capacity(J/gK),combustible_mass(g),cotton_mass(g),Nickel_before_mass(g),Nickel_after_mass(g),benzoic_enthalpy(kJ/mol),cotton_heat(J/g),Nickel_heat(J/g),constant(J/K),combustion_heat(J/g)
20230921121310combustiondata.csv,0,236,720,1303,5.146432895890662,7.487156968543639,298.15,500.0,0.9970470,4.1813,1.0,0.01,0.008,0.003,-3228.2,-16736,-3243,9169.8,0
20230921121310combustiondata_adjusted.csv,0,235,719,1302,0.006454740547948722,2.3471569691326133,298.15,500.0,0.9970470,4.1813,1.0,0.01,0.008,0.003,-3228.2,-16736,-3243,,
20230921142539dissolutiondata_adjusted.csv,0,328,820,1473,0.006121423724278853,2.034033934130303,298.15,500.0,0.9970470,4.1813,1.0,0.01,0.008,0.003,-3228.2,-16736,-3243,10905.8,0
20230921154902combustiondata_adjusted_2.csv,0,282,816,1555,0.0027724947162878193,1.1087589612330717,298.15,500.0,0.9970470,4.1813,1.0,0.01,0.008,0.003,-3228.2,-16736,-3243,21734.3,-26423.9
